name,fixture,minutes,opponent_team,round,total_points,value,was_home,GW
Matt_Doherty_401,5,90,9,1,6,60,FALSE,1
Matt_Ritchie_251,10,90,1,1,2,55,TRUE,1
Matt_Targett_309,6,0,17,1,0,45,FALSE,1
Maximillian_Aarons_274,1,90,10,1,0,45,FALSE,1
Max_Kilman_408,5,0,9,1,0,40,FALSE,1
Max_Meyer_136,4,90,8,1,2,55,TRUE,1
Maya_Yoshida_310,3,0,5,1,0,45,FALSE,1
Mesut_Özil_15,10,0,13,1,0,75,FALSE,1
Michael_Keane_143,4,90,7,1,8,55,FALSE,1
Michael_McGovern_281,1,0,10,1,0,40,FALSE,1
Michael_Obafemi_314,3,24,5,1,1,50,FALSE,1
Michael_Verrips_521,2,0,3,1,0,45,FALSE,1
Michail_Antonio_389,8,45,11,1,1,70,TRUE,1
Michy_Batshuayi_461,9,0,12,1,0,70,FALSE,1
Miguel_Almirón_266,10,90,1,1,1,60,TRUE,1
Mohamed_Elneny_20,10,0,13,1,0,45,FALSE,1
Mohamed_Elyounoussi_322,3,0,5,1,0,55,FALSE,1
Mohamed_Salah_191,1,90,14,1,12,125,TRUE,1
Moise_Kean_496,4,21,7,1,1,70,FALSE,1
Morgan_Gibbs-White_416,5,0,9,1,0,50,FALSE,1
Morgan_Schneiderlin_158,4,75,7,1,0,45,FALSE,1
Moritz_Leitner_288,1,32,10,1,0,45,FALSE,1
Moussa_Djenepo_438,3,0,5,1,0,55,FALSE,1
Moussa_Sissoko_349,6,90,2,1,5,50,TRUE,1
Muhamed_Bešić_522,2,0,3,1,0,45,FALSE,1
N'Golo_Kanté_119,9,17,12,1,0,50,FALSE,1
Naby_Keita_196,1,0,14,1,0,60,TRUE,1
Nacho_Monreal_6,10,90,13,1,7,50,FALSE,1
Nampalys_Mendy_179,5,0,20,1,0,45,TRUE,1
Nathaniel_Chalobah_374,7,0,4,1,0,45,TRUE,1
Nathan_Aké_59,2,90,15,1,2,50,TRUE,1
Nathan_Redmond_320,3,90,5,1,2,65,FALSE,1
Neal_Maupay_502,7,26,18,1,6,60,FALSE,1
Neil_Taylor_24,6,90,17,1,1,45,FALSE,1
Nemanja_Matic_247,9,0,6,1,0,50,TRUE,1
Nick_Pope_93,3,90,16,1,8,45,TRUE,1
Nicolas_Pépé_488,10,19,13,1,1,95,FALSE,1
Nicolás_Otamendi_208,8,0,19,1,0,55,FALSE,1
Oleksandr_Zinchenko_206,8,90,19,1,6,55,FALSE,1
Oliver_McBurnie_501,2,27,3,1,1,60,FALSE,1
Oliver_Norwood_302,2,90,3,1,2,50,FALSE,1
Oliver_Skipp_352,6,1,2,1,1,45,TRUE,1
Olivier_Giroud_110,9,24,12,1,1,70,FALSE,1
Onel_Hernández_284,1,20,10,1,1,55,FALSE,1
Oriol_Romeu Vidal_328,3,90,5,1,2,45,FALSE,1
Pablo_Fornals_399,8,45,11,1,1,65,TRUE,1
Pablo_Zabaleta_379,8,0,11,1,0,45,TRUE,1
Pascal_Groß_49,7,90,18,1,6,65,FALSE,1
Patrick_Cutrone_487,5,14,9,1,1,60,FALSE,1
Patrick_Roberts_435,1,0,10,1,0,55,FALSE,1
Patrick_van Aanholt_123,4,90,8,1,6,55,TRUE,1
Paulo_Gazzaniga_341,6,0,2,1,0,45,TRUE,1
Paul_Dummett_255,10,90,1,1,2,45,TRUE,1
Paul_Pogba_238,9,90,6,1,9,85,TRUE,1
Pedro_Lomba Neto_528,5,0,9,1,0,50,FALSE,1
Pedro_Obiang_400,8,0,11,1,0,45,TRUE,1
Pedro_Rodríguez Ledesma_114,9,90,12,1,2,70,FALSE,1
Philip_Billing_476,2,90,15,1,2,50,TRUE,1
Philip_Heise_484,1,0,10,1,0,40,FALSE,1
Phil_Bardsley_86,3,0,16,1,0,45,TRUE,1
Phil_Foden_220,8,10,19,1,1,55,FALSE,1
Phil_Jagielka_444,2,0,3,1,0,45,FALSE,1
Phil_Jones_231,9,0,6,1,0,50,TRUE,1
Pierre-Emerick_Aubameyang_11,10,90,13,1,6,110,FALSE,1
Pierre-Emile_Højbjerg_325,3,17,5,1,1,50,FALSE,1
Pontus_Dahlberg_367,7,0,4,1,0,45,TRUE,1
Rachid_Ghezzal_173,5,0,20,1,0,55,TRUE,1
Rafael_Camacho_201,1,0,14,1,0,45,TRUE,1
Raheem_Sterling_214,8,90,19,1,20,120,FALSE,1
Ralf_Fahrmann_449,1,0,10,1,0,45,FALSE,1
Ravel_Morrison_456,2,0,3,1,0,50,FALSE,1
Raúl_Jiménez_409,5,90,9,1,2,75,FALSE,1
Reece_James_506,9,0,12,1,0,50,FALSE,1
Reiss_Nelson_489,10,70,13,1,2,55,FALSE,1
Rhian_Brewster_464,1,0,14,1,0,45,TRUE,1
Ricardo Domingos_Barbosa Pereira_159,5,90,20,1,9,60,TRUE,1
Richard_Stearman_296,2,0,3,1,0,40,FALSE,1
Richarlison_de Andrade_150,4,90,7,1,3,80,FALSE,1
Riyad_Mahrez_217,8,90,19,1,14,85,FALSE,1
Robbie_Brady_98,3,0,16,1,0,55,TRUE,1
Robert Kenedy_Nunes do Nascimento_462,9,0,12,1,0,55,FALSE,1
Roberto_Firmino_187,1,85,14,1,5,95,TRUE,1
Roberto_Jimenez Gago_450,8,0,11,1,0,45,TRUE,1
Roberto_Pereyra_369,7,45,4,1,1,60,TRUE,1
Robert_Snodgrass_393,8,34,11,1,1,55,TRUE,1
Rob_Holding_10,10,0,13,1,0,45,FALSE,1
Rodrigo_Hernandez_443,8,90,19,1,3,55,FALSE,1
Rolando_Aarons_499,10,0,1,1,0,50,TRUE,1
Romain_Saïss_407,5,9,9,1,1,45,FALSE,1
Romelu_Lukaku_232,9,0,6,1,0,85,TRUE,1
Ross_Barkley_117,9,57,12,1,1,60,FALSE,1
Ruben_Loftus-Cheek_115,9,0,12,1,0,65,FALSE,1
Rui Pedro_dos Santos Patrício_411,5,90,9,1,6,50,FALSE,1
Ryan_Bennett_404,5,90,9,1,6,50,FALSE,1
Ryan_Bertrand_305,3,90,5,1,1,50,FALSE,1
Ryan_Fraser_75,2,90,15,1,1,75,TRUE,1
Ryan_Fredericks_380,8,90,11,1,0,45,TRUE,1
Ryan_Sessegnon_524,6,0,2,1,0,55,TRUE,1
Rúben Diogo_da Silva Neves_414,5,80,9,1,2,55,FALSE,1
Rúben Gonçalo_Silva Nascimento Vinagre_406,5,0,9,1,0,45,FALSE,1
Sadio_Mané_192,1,16,14,1,1,115,TRUE,1
Sam_Byram_454,1,0,10,1,0,45,FALSE,1
Sam_Gallagher_316,3,0,5,1,0,45,FALSE,1
Sam_Surridge_71,2,0,15,1,0,45,TRUE,1
Scott_Dann_127,4,90,8,1,6,45,TRUE,1
Scott_McTominay_248,9,90,6,1,3,50,TRUE,1
Sead_Kolasinac_3,10,0,13,1,0,55,FALSE,1
Seamus_Coleman_144,4,90,7,1,6,55,FALSE,1
Sean_Longstaff_270,10,66,1,1,2,50,TRUE,1
Sebastian_Prödl_361,7,0,4,1,0,40,TRUE,1
Serge_Aurier_336,6,0,2,1,0,50,TRUE,1
Sergio_Agüero_210,8,21,19,1,5,120,FALSE,1
Sergio_Romero_236,9,0,6,1,0,50,TRUE,1
Shane_Duffy_37,7,90,18,1,6,50,FALSE,1
Shane_Long_315,3,0,5,1,0,50,FALSE,1
Shkodran_Mustafi_1,10,0,13,1,0,55,FALSE,1
Simon_Francis_62,2,0,15,1,0,45,TRUE,1
Simon_Mignolet_190,1,0,14,1,0,45,TRUE,1
Simon_Moore_436,2,0,3,1,0,45,FALSE,1
Sofiane_Boufal_508,3,17,5,1,1,55,FALSE,1
Sokratis_Papastathopoulos_5,10,90,13,1,8,50,FALSE,1
Solomon_March_55,7,90,18,1,3,50,FALSE,1
Steven_Defour_99,3,0,16,1,0,55,TRUE,1
Steve_Cook_58,2,90,15,1,2,50,TRUE,1
Stuart_Armstrong_323,3,0,5,1,0,55,FALSE,1
Sung-yueng_Ki_268,10,0,1,1,0,50,TRUE,1
Sébastien_Haller_457,8,90,11,1,2,75,TRUE,1
Tahith_Chong_249,9,0,6,1,0,45,TRUE,1
Tammy_Abraham_460,9,65,12,1,1,70,FALSE,1
Tanguy_Ndombele_442,6,90,2,1,8,60,TRUE,1
Teemu_Pukki_278,1,82,10,1,7,65,FALSE,1
Theo_Walcott_153,4,0,7,1,0,65,FALSE,1
Timm_Klose_272,1,0,10,1,0,45,FALSE,1
Tim_Krul_280,1,90,10,1,1,45,FALSE,1
Toby_Alderweireld_331,6,90,2,1,2,55,TRUE,1
Todd_Cantwell_287,1,90,10,1,2,45,FALSE,1
Tom_Cleverley_371,7,0,4,1,0,50,TRUE,1
Tom_Davies_154,4,11,7,1,1,55,FALSE,1
Tom_Heaton_94,6,90,17,1,2,45,FALSE,1
Tom_Trybull_290,1,69,10,1,2,45,FALSE,1
Trent_Alexander-Arnold_182,1,90,14,1,5,70,TRUE,1
Troy_Deeney_362,7,90,4,1,2,65,TRUE,1
Troy_Parrott_509,6,0,2,1,0,45,TRUE,1
Tyreke_Johnson_326,3,0,5,1,0,45,FALSE,1
Tyrone_Mings_445,6,90,17,1,6,45,FALSE,1
Vicente_Guaita_131,4,90,8,1,6,50,TRUE,1
Victor_Lindelöf_225,9,90,6,1,5,55,TRUE,1
Victor_Wanyama_348,6,0,2,1,0,50,TRUE,1
Vincent_Janssen_339,6,0,2,1,0,45,TRUE,1
Virgil_van Dijk_183,1,90,14,1,8,65,TRUE,1
Víctor_Camarasa_510,4,0,8,1,0,50,TRUE,1
Wayne_Hennessey_132,4,0,8,1,0,45,TRUE,1
Wesley_Hoedt_485,3,0,5,1,0,45,FALSE,1
Wesley_Moraes_428,6,73,17,1,2,60,FALSE,1
Wes_Morgan_165,5,0,20,1,0,45,TRUE,1
Wilfred_Ndidi_176,5,90,20,1,3,50,TRUE,1
Wilfried_Zaha_133,4,25,8,1,1,70,TRUE,1
Willian_Borges Da Silva_113,9,0,12,1,0,70,FALSE,1
Willy_Boly_405,5,90,9,1,9,50,FALSE,1
Willy_Caballero_112,9,0,12,1,0,50,FALSE,1
Will_Hughes_370,7,90,4,1,2,55,TRUE,1
Will_Norris_413,5,0,9,1,0,40,FALSE,1
Winston_Reid_383,8,0,11,1,0,40,TRUE,1
Xherdan_Shaqiri_194,1,0,14,1,0,65,TRUE,1
Yan_Valery_306,3,90,5,1,1,50,FALSE,1
Yerry_Mina_142,4,90,7,1,9,55,FALSE,1
Yoshinori_Muto_260,10,0,1,1,0,55,TRUE,1
Youri_Tielemans_448,5,90,20,1,3,65,TRUE,1
Yves_Bissouma_53,7,0,18,1,0,50,FALSE,1
Çaglar_Söyüncü_164,5,90,20,1,6,45,TRUE,1
Ørjan_Nyland_27,6,0,17,1,0,45,FALSE,1
Aaron_Cresswell_376,13,0,4,2,0,50,FALSE,2
Aaron_Lennon_430,11,18,1,2,1,50,FALSE,2
Aaron_Mooy_516,13,5,19,2,1,50,TRUE,2
Aaron_Ramsdale_494,12,90,2,2,4,45,FALSE,2
Aaron_Wan-Bissaka_122,20,90,20,2,1,55,FALSE,2
Abdoulaye_Doucouré_368,15,90,8,2,2,60,FALSE,2
Adama_Traoré_417,20,45,12,2,1,50,TRUE,2
Adam_Lallana_195,19,0,16,2,0,60,FALSE,2
Adam_Masina_355,15,0,8,2,0,45,FALSE,2
Adam_Smith_63,12,90,2,2,2,45,FALSE,2
Adam_Webster_493,13,0,19,2,0,45,TRUE,2
Ademola_Lookman_155,15,0,18,2,0,50,TRUE,2
Adrian_Mariappa_356,15,0,8,2,0,45,FALSE,2
Adrián_San Miguel del Castillo_526,19,90,16,2,3,45,FALSE,2
Ahmed_El Mohamady_22,12,90,3,2,4,45,TRUE,2
Ainsley_Maitland-Niles_4,11,90,5,2,2,50,TRUE,2
Albian_Ajeti_514,13,0,4,2,0,60,FALSE,2
Alexander_Tettey_289,17,3,13,2,1,45,TRUE,2
Alexandre Nascimento_Costa Silva_387,13,0,4,2,0,45,FALSE,2
Alexandre_Lacazette_12,11,70,5,2,8,95,TRUE,2
Alexis_Sánchez_240,20,0,20,2,0,70,FALSE,2
Alex_Iwobi_17,15,0,18,2,0,60,TRUE,2
Alex_McCarthy_318,19,0,10,2,0,45,TRUE,2
Alex_Oxlade-Chamberlain_193,19,88,16,2,2,65,FALSE,2
Alireza_Jahanbakhsh_50,13,0,19,2,0,60,TRUE,2
Alisson_Ramses Becker_189,19,0,16,2,0,59,FALSE,2
Allan_Saint-Maximin_500,17,0,14,2,0,55,FALSE,2
Andreas_Christensen_108,14,90,9,2,2,50,TRUE,2
Andreas_Pereira_246,20,1,20,2,1,50,FALSE,2
Andrew_Robertson_181,19,90,16,2,2,70,FALSE,2
Andrew_Surman_80,12,45,2,2,1,50,FALSE,2
Andre_Gray_364,15,7,8,2,1,60,FALSE,2
Andre_Green_32,12,0,3,2,0,50,TRUE,2
Andriy_Yarmolenko_392,13,13,4,2,1,60,FALSE,2
Andros_Townsend_135,18,69,15,2,2,60,FALSE,2
André Filipe_Tavares Gomes_422,15,90,18,2,2,55,TRUE,2
Andy_Carroll_520,17,0,14,2,0,55,FALSE,2
Andy_King_480,14,0,6,2,0,45,FALSE,2
Andy_Lonergan_530,19,0,16,2,0,45,FALSE,2
Angelo_Ogbonna_377,13,90,4,2,2,45,FALSE,2
Angel_Gomes_245,20,0,20,2,0,50,FALSE,2
Angus_Gunn_319,19,90,10,2,2,45,TRUE,2
Anthony_Knockaert_52,13,0,19,2,0,55,TRUE,2
Anthony_Martial_239,20,90,20,2,7,76,FALSE,2
Antonio_Rüdiger_104,14,0,9,2,0,60,TRUE,2
Anwar_El Ghazi_30,12,74,3,2,2,55,TRUE,2
Arnaut_Danjuma Groeneveld_492,12,0,2,2,0,60,FALSE,2
Arthur_Masuaku_378,13,90,4,2,1,45,FALSE,2
Artur_Boruc_73,12,0,2,2,0,45,FALSE,2
Ashley_Barnes_90,11,90,1,2,5,65,FALSE,2
Ashley_Westwood_101,11,90,1,2,2,55,FALSE,2
Ashley_Young_224,20,0,20,2,0,55,FALSE,2
Asmir_Begovic_72,12,0,2,2,0,45,FALSE,2
Axel_Tuanzebe_481,20,0,20,2,0,45,FALSE,2
Aymeric_Laporte_202,16,90,17,2,1,65,TRUE,2
Ayoze_Pérez_265,14,79,6,2,2,65,FALSE,2
Bailey_Peacock-Farrell_495,11,0,1,2,0,45,FALSE,2
Bamidele_Alli_344,16,0,11,2,0,85,FALSE,2
Benjamin_Chilwell_161,14,0,6,2,0,55,FALSE,2
Benjamin_Mendy_204,16,0,17,2,0,60,TRUE,2
Ben_Davies_329,16,0,11,2,0,55,FALSE,2
Ben_Foster_366,15,90,8,2,2,50,FALSE,2
Ben_Gibson_89,11,0,1,2,0,40,FALSE,2
Ben_Godfrey_273,17,90,13,2,2,45,TRUE,2
Ben_Johnson_384,13,0,4,2,0,40,FALSE,2
Ben_Mee_83,11,90,1,2,1,50,FALSE,2
Ben_Osborn_472,18,0,7,2,0,50,TRUE,2
Beram_Kayal_56,13,0,19,2,0,45,TRUE,2
Bernardo Mota_Veiga de Carvalho e Silva_218,16,79,17,2,2,80,TRUE,2
Bernardo_Fernandes da Silva Junior_39,13,0,19,2,0,45,TRUE,2
Bernard_Anício Caldeira Duarte_152,15,90,18,2,11,65,TRUE,2
Bernd_Leno_14,11,90,5,2,3,50,TRUE,2
Billy_Sharp_298,18,0,7,2,0,60,TRUE,2
Birkir_Bjarnason_33,12,0,3,2,0,45,TRUE,2
Bjorn_Engels_455,12,90,3,2,1,45,TRUE,2
Callum_Hudson-Odoi_116,14,0,9,2,0,60,TRUE,2
Callum_Robinson_453,18,55,7,2,1,55,TRUE,2
Callum_Slattery_327,19,0,10,2,0,45,TRUE,2
Callum_Wilson_67,12,90,2,2,5,80,FALSE,2
Calum_Chambers_467,11,0,5,2,0,45,TRUE,2
Caoimhin_Kelleher_531,19,0,16,2,0,45,FALSE,2
Carlos_Sánchez_397,13,7,4,2,1,45,FALSE,2
Carl_Jenkinson_9,11,0,5,2,0,45,TRUE,2
Cenk_Tosun_146,15,0,18,2,0,60,TRUE,2
Charlie_Austin_312,19,0,10,2,0,60,TRUE,2
Charlie_Daniels_60,12,90,2,2,2,45,FALSE,2
Charlie_Taylor_87,11,0,1,2,0,45,FALSE,2
Cheikhou_Kouyaté_139,18,0,15,2,0,50,FALSE,2
Che_Adams_437,19,67,10,2,2,60,TRUE,2
Christian_Atsu_267,17,0,14,2,0,55,FALSE,2
Christian_Benteke_129,18,90,15,2,2,60,FALSE,2
Christian_Eriksen_343,16,90,11,2,2,90,FALSE,2
Christian_Fuchs_163,14,90,6,2,2,45,FALSE,2
Christian_Kabasele_354,15,0,8,2,0,45,FALSE,2
Christian_Pulisic_431,14,70,9,2,2,75,TRUE,2
Christoph_Zimmermann_275,17,0,13,2,0,45,TRUE,2
Chris_Basham_423,18,90,7,2,6,45,TRUE,2
Chris_Mepham_61,12,0,2,2,0,45,FALSE,2
Chris_Smalling_223,20,0,20,2,0,55,FALSE,2
Chris_Wood_91,11,60,1,2,2,65,FALSE,2
Ciaran_Clark_259,17,0,14,2,0,45,FALSE,2
Claudio_Bravo_213,16,0,17,2,0,50,TRUE,2
Connor_Wickham_130,18,8,15,2,1,45,FALSE,2
Conor_Coady_403,20,90,12,2,2,50,TRUE,2
Conor_Hourihane_28,12,0,3,2,0,60,TRUE,2
Craig_Cathcart_358,15,90,8,2,2,45,FALSE,2
Craig_Dawson_439,15,90,8,2,2,50,FALSE,2
Cédric_Soares_486,19,0,10,2,0,50,TRUE,2
César_Azpilicueta_105,14,90,9,2,2,60,TRUE,2
Dale_Stephens_57,13,90,19,2,2,45,TRUE,2
Daniel_Amartey_178,14,0,6,2,0,45,FALSE,2
Daniel_Ceballos Fernández_469,11,82,5,2,11,55,TRUE,2
Daniel_Drinkwater_120,11,0,1,2,0,45,FALSE,2
Daniel_James_243,20,88,20,2,1,60,FALSE,2
Danilo Luiz_da Silva_209,16,0,17,2,0,50,TRUE,2
Danny_Ings_313,19,26,10,2,6,60,TRUE,2
Danny_Rose_332,16,90,11,2,1,55,FALSE,2
Danny_Ward_170,14,0,6,2,0,45,FALSE,2
Danny_Welbeck_512,15,23,8,2,1,60,FALSE,2
Dan_Burn_475,13,90,19,2,2,45,TRUE,2
Dan_Gosling_81,12,0,2,2,0,50,FALSE,2
Daryl_Janmaat_359,15,0,8,2,0,45,FALSE,2
Davide_Zappacosta_109,14,0,9,2,0,45,TRUE,2
David_Brooks_76,12,0,2,2,0,65,FALSE,2
David_Button_48,13,0,19,2,0,40,TRUE,2
David_de Gea_235,20,90,20,2,2,56,FALSE,2
David_Luiz Moreira Marinho_106,11,90,5,2,1,60,TRUE,2
David_McGoldrick_303,18,88,7,2,2,55,TRUE,2
David_Silva_219,16,12,17,2,1,75,TRUE,2
Davinson_Sánchez_333,16,90,11,2,1,55,FALSE,2
Davy_Pröpper_54,13,90,19,2,2,50,TRUE,2
DeAndre_Yedlin_253,17,0,14,2,0,45,FALSE,2
Dean_Henderson_471,18,90,7,2,9,45,TRUE,2
Declan_Rice_395,13,90,4,2,1,50,FALSE,2
Dejan_Lovren_186,19,0,16,2,0,55,FALSE,2
Demarai_Gray_175,14,0,6,2,0,55,FALSE,2
Dennis_Praet_517,14,17,6,2,1,55,FALSE,2
Dennis_Srbeny_279,17,0,13,2,0,55,TRUE,2
Diego_Rico_65,12,0,2,2,0,40,FALSE,2
Diogo_Jota_410,20,85,12,2,2,65,TRUE,2
Divock_Origi_188,19,11,16,2,1,56,FALSE,2
Djibril_Sidibé_511,15,0,18,2,0,55,TRUE,2
Domingos_Quina_375,15,0,8,2,0,45,FALSE,2
Dominic_Calvert-Lewin_147,15,71,18,2,2,60,TRUE,2
Dominic_Solanke_69,12,14,2,2,1,55,FALSE,2
Douglas Luiz_Soares de Paulo_470,12,90,3,2,9,45,TRUE,2
Dwight_McNeil_97,11,90,1,2,5,60,FALSE,2
Ederson_Santana de Moraes_212,16,90,17,2,1,61,TRUE,2
Edward_Nketiah_13,11,0,5,2,0,45,TRUE,2
Eldin_Jakupovic_169,14,0,6,2,0,45,FALSE,2
Emerson_Palmieri dos Santos_107,14,90,9,2,2,55,TRUE,2
Emiliano_Buendía_283,17,90,13,2,2,60,TRUE,2
Emiliano_Martínez_427,11,0,5,2,0,45,TRUE,2
Emil_Krafth_519,17,90,14,2,1,45,FALSE,2
Enda_Stevens_291,18,90,7,2,7,50,TRUE,2
Eric_Bailly_228,20,0,20,2,0,50,FALSE,2
Eric_Dier_350,16,0,11,2,0,50,FALSE,2
Erik_Lamela_346,16,84,11,2,12,60,FALSE,2
Erik_Pieters_447,11,90,1,2,1,45,FALSE,2
Ethan_Ampadu_121,14,0,9,2,0,45,TRUE,2
Etienne_Capoue_373,15,82,8,2,1,50,FALSE,2
Ezri_Konsa Ngoyo_452,12,0,3,2,0,45,TRUE,2
Fabian_Delph_205,15,0,18,2,0,55,TRUE,2
Fabian_Schär_252,17,90,14,2,1,50,FALSE,2
Fabio Henrique_Tavares_197,19,16,16,2,1,55,FALSE,2
Fabián_Balbuena_382,13,0,4,2,0,45,FALSE,2
Federico_Fernández_254,17,0,14,2,0,45,FALSE,2
Felipe Anderson_Pereira Gomes_390,13,0,4,2,0,70,FALSE,2
Fernando_Luiz Rosa_221,16,0,17,2,0,54,TRUE,2
Fikayo_Tomori_529,14,0,9,2,0,45,TRUE,2
Florian_Lejeune_257,17,0,14,2,0,45,FALSE,2
Florin_Andone_46,13,16,19,2,1,50,TRUE,2
Francisco_Femenía Far_357,15,90,8,2,2,45,FALSE,2
Fraser_Forster_317,19,0,10,2,0,45,TRUE,2
Frederick_Woodman_264,17,0,14,2,0,40,FALSE,2
Frederico_Rodrigues de Paula Santos_244,20,0,20,2,0,55,FALSE,2
Frédéric_Guilbert_458,12,0,3,2,0,45,TRUE,2
Gabriel Fernando_de Jesus_211,16,24,17,2,1,95,TRUE,2
Gabriel Teodoro_Martinelli Silva_504,11,0,5,2,0,45,TRUE,2
Gary_Cahill_503,18,0,15,2,0,45,FALSE,2
Gaëtan_Bong_41,13,0,19,2,0,45,TRUE,2
Georges-Kévin_Nkoudou_527,16,0,11,2,0,50,FALSE,2
